subject_number,type_of_activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
2,standing,0.277911472222222,-0.0203266061941176,-0.102475240074074,-0.93672376437037,-0.963201296296296,-0.950671140555556,-0.04430603592,0.120862834835135,0.0482355357,-0.0365825342540541,0.0229421917586207,0.034784749202439,-0.905519729192308,-0.91501930327651,-0.798076635660377,-0.803748900431373,-0.621716550085106,-0.413512672777778,-0.823370835319149,-0.71381579959,-0.611156127027027,-0.124277214615385,0.10941024037037,0.419100511315789,0.0309109739190909,0.0739628282117647,0.112179794931034,0.102173016799737,-0.00733624038722222,0.00189139031052631,0.0272015806105263,-0.0421903035555556,-0.079292297322381,-0.120538582311111,-0.854232856739131,-0.66562653893617,-0.812639295384616,-0.86584081582,0.00498358679310345,0.0403961706945946,-0.210547533645161,-0.238434055970455,-0.428217434906977,-0.465604367704255,-0.603658289886364,-0.61466885992,-0.708795352125,-0.736276199268627,-0.808375126462963,-0.912242025078431,-0.891270395074074,-0.953832397307692,-0.993747061481482,-0.989443845555556,-0.989310927037037,-0.989439451296296,-0.985953744074074,-0.985475941296296,-0.994889230740741,-0.99248877,-0.984202228333333,-0.976677254259259,-0.834855697481481,-0.822458870555556,-0.58699261444,-0.571416459634615
2,laying,0.281373403958333,-0.0181587397583333,-0.107245610416667,-0.974059464791667,-0.98027739875,-0.984233296875,0.0134257452193548,0.228652186047619,0.209929161578947,-0.0573449242944444,0.0335609353541667,0.112918576454286,-0.907884021875,-0.867812158085106,-0.745639739104167,-0.73193798825,-0.441082131783784,-0.252237609,-0.175823992820513,-0.184998585454545,0.565861481515151,0.570988016842105,0.741363186969697,-0.0925501136363637,0.0406853301612903,-0.0322739535,0.00598386319444444,-0.0522437567891892,-0.14771877259375,-0.234627480666667,0.0371866369461539,0.0501851465121212,0.0457799040555555,-0.120464667681818,-0.634348005641026,-0.397877292333333,-0.833921025765958,-0.764073037355556,0.24772436976,0.219496717115385,-0.078449029853125,-0.172062387424242,-0.264932751713889,-0.394681986733333,-0.595363434386364,-0.749315459736842,-0.567824386604348,-0.750236140682927,-0.732564168817778,-0.887775074800638,-0.908296809791667,-0.983131515652174,-0.996107983333333,-0.993681392083333,-0.993119334166667,-0.992926131875,-0.991490656666667,-0.989357308958333,-0.997585932916667,-0.996558021458333,-0.98208142625,-0.980069483333333,-0.946385736304348,-0.862552909791667,-0.392555504055556,-0.4069195255
3,walking,0.275567462068966,-0.0251995499844444,-0.087689322897931,-0.304019171706897,-0.168697467396,-0.281151804079245,0.120278203779412,0.00641697876595745,-0.17380638626,-0.161502853486487,0.0313135978852941,0.0788080014878049,-0.909248934137931,-0.732083584036364,-0.604900203951219,-0.223838272113636,-0.24887836075,-0.0832029932121212,-0.1520738272125,-0.0831449007444444,-0.0290224039638298,-0.22076312515,-0.215722064333333,-0.33000781894,0.0363186077146341,-0.0305227808069767,-0.0879679979880952,-0.152474121566667,-0.2030647697,-0.322449170795833,0.0726600182209302,-0.0420112135405405,-0.0610180169837838,0.00256068475116279,-0.371190646938776,-0.304780712071429,-0.442625486041667,-0.418631550731707,0.145182850882353,0.102986218208571,0.0571160834210526,0.0691853507352941,0.0530568659772727,-0.0558548551523809,-0.08127467228125,-0.196246055069767,-0.237174762106744,-0.178655633255319,-0.20824726312381,-0.132289639939787,-0.0840757419318182,-0.0319391707644445,-0.797118907913793,-0.811924461724138,-0.84647491877193,-0.847197080689655,-0.867466095,-0.88376823754386,-0.715420885189655,-0.767411377017544,-0.817558592631579,-0.77005378862069,-0.67496539,-0.676917511896552,-0.353965153333333,-0.300275975434783
3,walking_down,0.260819873067797,-0.0500450681,-0.077674917679322,-0.259010158166102,-0.201377019147059,-0.110732882804348,0.0913359821,-0.00723082828604651,-0.0356777084351351,-0.0608968348636363,-0.0848434816864865,0.00520147361538462,-0.742489996017241,-0.8303391885,-0.778341499730769,-0.593292184626,-0.514175989761905,-0.243507359574468,-0.432168683023256,-0.160962129722222,0.112056795583333,0.0518849573455263,0.0596332989142857,0.04576870875,-0.0235825113076923,-0.00415116933333334,-0.048963408465,-0.0627415019302326,-0.205502792294118,-0.329064277174,0.00800282714634146,-0.0515062638604651,-0.143093127123256,-0.133020602829787,-0.317442232619048,-0.12653468952381,-0.375299944285714,-0.199856630476191,0.0216627958702703,0.0312481320897436,-0.0847278534864865,-0.0738315203980769,-0.159406724900227,-0.162358709232727,-0.263446019369765,-0.258505025530769,-0.108999945257778,-0.121431787285714,-0.112166360041667,-0.150277874979592,-0.235526070028846,-0.247458411849057,-0.878612967288136,-0.90455628362069,-0.889472359661017,-0.899488851864407,-0.889942668305085,-0.894158095084746,-0.869903352372882,-0.886121786440678,-0.74820538159322,-0.694673908135593,-0.715629516440678,-0.70022356779661,-0.245843148555556,-0.329805568326087
3,walking_up,0.292423484693878,-0.0265406178233333,-0.0924502615938776,-0.123000176666667,-0.0837287943775,-0.254086529,0.112306785466667,0.108073540234615,0.0295396893441177,0.00741595564827588,-0.0258213216153846,-0.0288964146913043,-0.673556058148936,-0.812299517727273,-0.6820183460625,-0.736408913157895,-0.438576298974359,-0.461958357857143,-0.0801195347575758,-0.08325137166,0.0959838058965517,0.1166959151,0.000502941558823507,-0.036801252,0.0402476281333334,-0.0497050570974359,-0.157377053353333,-0.0342644260424243,-0.0558322111935484,-0.132022451394737,0.0121883973459459,-0.124430073,-0.0489071868128205,-0.114096711827586,-0.303272722075,-0.269547863342857,-0.361080323875,-0.347299780421053,0.039661941,0.0172370845833333,0.0652308946957692,0.110704587837838,-0.03873204133,-0.0109527823828571,0.00670030800000001,-0.0687355783842105,-0.134679140315789,-0.135366338973684,-0.155548115363636,-0.100688702268293,-0.255899470004878,-0.190609092754054,-0.686893960854167,-0.779025745217391,-0.734763619361702,-0.75419923,-0.753949811723404,-0.760224653541667,-0.757085487956522,-0.688206407173913,-0.72841608812766,-0.695338135404255,-0.6396812923125,-0.662982483021277,-0.327650798564103,-0.354030285666667
3,sitting,0.257197599134615,-0.0255047672275,-0.068303056972549,-0.801497395653061,-0.869015443903846,-0.899333032941177,-0.027842705,0.0902989704222222,0.0363472881666667,0.0322303054205556,0.00319932157878787,-0.0121732329805556,-0.637296350176471,-0.847686149130612,-0.758906085714286,-0.746409255,-0.571086288319149,-0.493469715244445,-0.790768220697674,-0.588499873697674,-0.505569682368421,-0.214430676388889,-0.0753538525714286,-0.0246609562857142,-0.0203229663903226,-0.0363945363471795,-0.148516844727907,-0.157778763316286,-0.146801084536585,-0.218775850558462,-0.00149977988157894,0.00333519986111112,-0.243510187251429,-0.270940165522727,-0.636294475652174,-0.698263783095238,-0.760415916595745,-0.695952622166667,0.138723194263333,0.0319125972081081,-0.2899262809,-0.378756460361111,-0.350530784032432,-0.374820050977727,-0.477565279973684,-0.40208847506383,-0.591120784719149,-0.650224182918367,-0.713251965375,-0.731211768717391,-0.671172538078431,-0.831932399807692,-0.978801219807692,-0.986388229423077,-0.984385193269231,-0.975722360961538,-0.974044155769231,-0.977902505576923,-0.985888913076923,-0.983255682115385,-0.977459602115385,-0.955425238461538,-0.805491919588235,-0.758145344240816,-0.60696937165,-0.507403372137209
3,standing,0.280046513278689,-0.0203077330592593,-0.0915996780783333,-0.853376797157738,-0.914236245409836,-0.911657791803279,0.0280054327404762,0.0218926558726471,0.0892240886646512,-0.0016824943195122,0.0080249041195122,-0.0282747714186047,-0.873194077636364,-0.628926488285714,-0.433016895215686,-0.374339571285714,-0.317518662564103,-0.0527086584772728,-0.105744014,-0.0347951162790698,-0.0931373746153846,0.0340902545238096,-0.145497899318182,-0.306839367755102,-0.164305317335208,-0.321726885229167,-0.383489235772,-0.42944039682,-0.501996870401818,-0.658189189284314,-0.00583212101904761,0.0170424693529412,-0.318313930192308,-0.432810834892857,-0.324590196458333,-0.36693564097561,-0.492502256792453,-0.470411783304348,-0.0847035416318182,-0.0616262328184211,-0.579650559804348,-0.560666534651667,-0.618473682303572,-0.711398205240385,-0.651818925384615,-0.6199944778,-0.773675498262295,-0.8721786229,-0.913703471186441,-0.898624291803279,-0.92106793704918,-0.947307385245902,-0.969461937868853,-0.969889225081967,-0.970235905081967,-0.961902764426229,-0.964917723606557,-0.971791226557377,-0.952069145737705,-0.942012596721311,-0.918425850590164,-0.892909991147541,-0.614073362322034,-0.657957885305085,-0.7139258657,-0.814481804592593
3,laying,0.275516852741935,-0.0189556785048387,-0.102984266590164,-0.967713991667742,-0.963637556774194,-0.963976192580645,0.0727484541923077,0.105584598764706,0.101629129940909,0.0169398841136364,-0.0294080331985366,0.0227850731209302,-0.8244076565,-0.760271249166667,-0.660964093816667,-0.571085875951923,-0.366752123589744,-0.0108522154738095,-0.183382574864865,0.5529522875,0.756279134411765,0.840694339,0.626945778461538,0.0146067148888889,-0.127506994374419,-0.144012754855102,-0.255762352571429,-0.292980076929808,-0.335363193368846,-0.498390530316981,0.0681574841340909,0.0335524801313954,-0.265658557039216,-0.260082167870909,-0.331656846666667,-0.452137591219512,-0.738111147437037,-0.615192923946429,0.0706534576333333,0.0710680284186046,-0.448418551001667,-0.41115543374,-0.577435469526531,-0.5115276396,-0.620857702527273,-0.662218099018966,-0.76206715775,-0.888420764482759,-0.878827506661017,-0.910549138516129,-0.936238924442623,-0.956736364129032,-0.989504385,-0.986884019354839,-0.987469463225806,-0.98494502516129,-0.983976069193548,-0.984788225645161,-0.986468663870968,-0.987557917903226,-0.932063842419355,-0.928081345354839,-0.797108465016129,-0.812150957704918,-0.510747039286538,-0.605212115418367
4,walking,0.278582015166667,-0.0229547012141304,-0.08149350047,-0.36037815015,-0.21326656245102,-0.360380458241379,0.115986241703704,0.0962120156391304,-0.0494139839625,0.0212241691083333,0.0121979472386364,-0.0707311199116279,-0.721134214237288,-0.9452349145,-0.976778665166667,-0.942301036466667,-0.88264429779661,-0.774486374685965,-0.481572088222222,-0.498705091561404,-0.581047145333333,-0.361730275714286,-0.125614155935484,0.290182107890909,0.04384494848,0.132396500339474,0.174869755543333,0.206960014202857,0.172530996621622,0.134333721536111,0.0466392323170732,-0.00954009006341463,-0.00544655068181818,-0.0887262747694444,-0.526348495292857,-0.53618389793,-0.03222257,-0.3877962528,0.254818692615385,0.0888082002917561,0.0493476724833333,0.0299773935868421,0.0238234949121951,0.0203270307536532,0.0947557310073171,-0.000570900688888898,-0.639283007894737,-0.664632442307692,-0.528082755,-0.553739304511111,-0.322812201265306,-0.283978827046512,-0.819132055166667,-0.826045979,-0.826682872833333,-0.873332993666667,-0.905053640833333,-0.922067217166667,-0.833364335166667,-0.815016092,-0.941972639,-0.917382076166667,-0.6467087075,-0.658380931333333,-0.6208411226,-0.4657342516
4,walking_down,0.270876696730769,-0.036761444398383,-0.102797844270577,-0.191214767057692,-0.123413754627027,-0.241682187347843,0.0847292649333333,0.0314421443333333,0.0163067140433333,-0.015563242402381,-0.0657730531111111,0.0208143821724138,-0.937695589423077,-0.88415870925,-0.8504020438,-0.747295084769388,-0.565387979369565,-0.444362400673171,-0.578467223410256,-0.328995437567568,-0.0775526763846154,0.19926403828125,0.249007301,0.296379197148485,0.0448538061215,0.105890293405405,-0.0772931153513513,-0.0504203007805555,-0.0783687122235294,-0.163938441463415,-0.151226966804878,-0.110528687329032,0.161038494333333,0.197655171272727,-0.59659571044,-0.613530738108511,-0.581077145306122,-0.691013704545455,0.0922007143833333,0.0742178578823529,-0.050519029881579,-0.112443171198368,-0.0983795317692308,-0.0877571902,-0.0175928195170213,-0.1739674095,-0.252768753711111,-0.317003708582353,-0.114508739209756,-0.197113267082051,-0.205331558428571,-0.184523075342222,-0.821761441538462,-0.863166948846154,-0.860117726730769,-0.846573638076923,-0.874052887692308,-0.8857726575,-0.853289436923077,-0.866842470576923,-0.855385531538462,-0.781494862307692,-0.609023834423077,-0.581277860384615,-0.302828407142857,-0.449714622972973
